순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words,topic_dict,IMAGE,판매가
9.0,9.0,9791160023855,들으면서 익히는 클래식 명곡,최은규,메이트북스,품격 해설 연주 음원 클래식 명곡 귀가 리다 바이올리니스트 이자 클래식 음악평론가 클래식 입문 애호가 클래식 명곡 흥미진진 귀 획기 저녁 라디오 클래식 실황 음악 진행 세계 사랑 클래식 명곡 배경 주제 유려 문체 이해 돕기 연주 클립 큐알 코드 형식 실었다 대부분 사람 클래식 선율 클래식 음 곡명 가사 반복 선율 곡명 형식 작품번호 뜻 악상기호 진입 장벽 클래식 만큼 만큼 재미 감동 배,예술,28.0,"[(28, 0.32823818922042847), (15, 0.23949430882930756), (2, 0.15388123691082), (30, 0.13551446795463562)]",미국 음악 기념 클래식 올해,"{28: 0.32823818922042847, 15: 0.23949430882930756, 2: 0.15388123691082, 30: 0.13551446795463562}",https://shopping-phinf.pstatic.net/main_3546280/35462805627.20221101124001.jpg,"16,650원"
51.0,51.0,9791160023862,딱 1분만 읽어봐,1분만,메이트북스,유튜브 채널 분만 현대인 초 간단 초 재미 교양 채널 개설 누적 회수 억 천만 명의 보유 유튜브 인기 채널 분만 콘텐츠 반응 엄선 단행본 교양 늘 현대인 분만 초 각종 궁금증 채널 분 지식 위트 전달 성인 뿐 학생 재미 컨셉 충 교양 채널 폭발 인기 누리 성원 덕분 청소년 베스트 유튜브 채널 기도 과학 사회학 심리학 정치학 물리학 근거 바탕 분 호기심 교양 거듭,인문,11.0,"[(11, 0.569976270198822), (16, 0.19102120399475098), (13, 0.08245968818664551), (23, 0.051639556884765625)]",유튜브 채널 만화 누적 영상,"{11: 0.569976270198822, 16: 0.19102120399475098, 13: 0.08245968818664551, 23: 0.051639556884765625}",https://shopping-phinf.pstatic.net/main_3565535/35655355623.20221230071615.jpg,"14,850원"
65.0,65.0,9791160076288,인물로 읽는 세계사 교양 수업 365,김윤정/사토 마사루,한스미디어,인물 세계사 입문 역사 과거 인물 로부터 뜻 지식 입담 지식 괴물 논객 세계 인물 전하 세계사 교양 수업 세계사 통달 인물 세계사 교양 수업 세계 명의 인물 분 교양 핵심 세계사 상식 세계사 세계사 세계 방방곡곡 온갖 현상 분쟁 객관 이해 또한 갈수록 혼란 앞 시대 미래 인간 이기 과거 인간 이해 현재 미래 통찰 음,역사,30.0,"[(30, 0.3583186864852905), (25, 0.2837505638599396), (8, 0.17054365575313568), (13, 0.04160759970545769)]",미술 작품 예술 지식 한국사,"{30: 0.3583186864852905, 25: 0.2837505638599396, 8: 0.17054365575313568, 13: 0.04160759970545769}",https://shopping-phinf.pstatic.net/main_3545033/35450337621.20221111203319.jpg,"16,200원"
15.0,37.5,9791160077483,흑요석의 한복 포즈집 남녀 2권 세트,우나영,한스미디어,한복 리다 주름 옷자락 방향 어딘 아래 모양 이번 고민 해결 남자 한복 바지 저고리 도포 여자 한복 치마저고리 장옷 기본 꼭 조선 시대 옷차림 포즈 수록 여기 만화 일러스트 자료 찾기 도포 차림 환도 국궁 모습 연출 모습 외 창작 도움 포즈 또한 연출 남녀 컷 촬영 사진 선별 보정 여러분 일러스트 참고 자료 한눈 배치 한복 기본 구조 설명 러프 선화 일러스트 예시 표지 메이킹 작업 실어 사진 자료 일러스트 작업 활용,예술,12.0,"[(12, 0.33490902185440063), (15, 0.21223220229148865), (27, 0.11145811527967453), (21, 0.09622330963611603)]",설명 학습 내용 구성 이해,"{12: 0.33490902185440063, 15: 0.21223220229148865, 27: 0.11145811527967453, 21: 0.09622330963611603}",https://shopping-phinf.pstatic.net/main_3541987/35419875631.20221027194618.jpg,"45,000원"
20.0,35.0,9791160078411,경제지표 정독법,김영익,한스미디어,경제지표 이해 조금 조금 깊이 미래 항상 부자 남 경제지표 돈 경제 부의 흐름 개인 기업 가계 국가 경제 흐름 경제지표 미래 예측 거시경제 거장 김영 익 미래 경제지표 정독 미래 예측 기술 지난 발간 사랑 거시경제 거장 김영 익 교수 경제지표 정독 최신 주위 경제지표 이용 미래 경제지표 정독 그간 비즈니스맨 기업 리더 투자자 사회 초년 생 취업 준비 생 경제 이해 현실 활용 호응,경제 경영,22.0,"[(22, 0.32653895020484924), (23, 0.23475731909275055), (7, 0.11588357388973236), (24, 0.07869049161672592)]",투자 돈 부동산 주식 부자,"{22: 0.32653895020484924, 23: 0.23475731909275055, 7: 0.11588357388973236, 24: 0.07869049161672592}",https://shopping-phinf.pstatic.net/main_3412787/34127879618.20221019101126.jpg,"16,650원"
67.0,67.0,9791160401967,슬픔을 공부하는 슬픔,신형철,한겨레출판,영화 평론 사랑 실험 사랑 문학평론가 신형철 산문 이번 산문 한겨레 연재 신형철 문학 용법 비롯 각종 간지 문예지 예술 잡지 연재 편의 엮었다 시 소설 국한 영화 노래 사진 작품 온기 노력 빼곡 그간 다수 관통 주제가 깨달 타인 슬픔 결코 이해 슬픔 이해 공부 노력 결과 평론가 로서 작품 사이 가교 삶 고스 란 산문,에세이,21.0,"[(21, 0.25795117020606995), (5, 0.17764036357402802), (10, 0.17758768796920776), (1, 0.1774059534072876)]",사랑 마음 위로 인생 행복,"{21: 0.25795117020606995, 5: 0.17764036357402802, 10: 0.17758768796920776, 1: 0.1774059534072876}",https://shopping-phinf.pstatic.net/main_3245445/32454453350.20221019114357.jpg,"14,400원"
54.0,47.9,9791160406702,[예스리커버] 스님의 주례사,법륜/김점선,휴(休),결혼 생활 지혜 선사 스님 주례사 예스리 커버 예비 부부 신혼부부 중년 부부 필독 서로 자리 부부 지혜 선사 법륜 스님 스님 주례사 예스리 커버 스님 주례사 삶 현대인 즉 즉설 제시 삶 지표 준 법륜 스님 사랑 연애 결혼 인생 지혜 공감 사랑 이번 리 기존 분위기 표지 디자인 분위기 초판 발간 당시 시차 원고 일부 재 정리,종교,28.0,"[(28, 0.44080328941345215), (24, 0.14152303338050842), (9, 0.12071790546178818), (0, 0.12026407569646835)]",미국 음악 기념 클래식 올해,"{28: 0.44080328941345215, 24: 0.14152303338050842, 9: 0.12071790546178818, 0: 0.12026407569646835}",https://shopping-phinf.pstatic.net/main_3246597/32465973850.20220519204656.jpg,"12,420원"
20.0,33.2,9791160408331,트로피컬 나이트,조예은,한겨레출판,칵테일 러브 좀비 스노볼 드라이브 문학 보석 조예은 신작 소설 널 넌 대부분 가끔 트로피 컬 나이트 누군가 힘 수록 고기 석류 예 남편 아들 혼자 노인 노인 얼굴 괴물 괴물 노인 괴물 조예은 전혀 소설 삶 데 공포 공포 삶 어쨌든 계속 소설 뒤 계속 조예은 인물 끝 삶 계속 조예은 반드시 방향 신작 소설 트로피 컬 나이트 또한,소설/시/희곡,15.0,"[(15, 0.28279200196266174), (21, 0.16316533088684082), (5, 0.13794569671154022), (23, 0.1190091148018837)]",시작 이유 사실 경험 시대,"{15: 0.28279200196266174, 21: 0.16316533088684082, 5: 0.13794569671154022, 23: 0.1190091148018837}",https://shopping-phinf.pstatic.net/main_3396416/33964166627.20221231084333.jpg,"13,500원"
62.0,62.0,9791160409000,말을 부수는 말,이라영,한겨레출판,권력 기회 반면 누군가 목숨 고통 움 꼬리 물 화두 발견 권력 지지 몸부림 저항 예술 사회학 라영 향 통렬 비평 사회 논제 시대 통찰 저서 집필 예술 사회학 라영 단독 저서 유 의미 화두 꼽 무심코 사용 권력 저항 분석 고통 노동 나이 색깔 망언 증언 광주 여성 증언 세대 인권 퀴어 혐오 여성 여성 노동자 피해 동물 몸 지방 권력 움 담론 꼬리 시대 흐름 화두 지도 구성 매우,사회 정치,13.0,"[(13, 0.35579127073287964), (1, 0.1393422782421112), (15, 0.11515200138092041), (10, 0.10883400589227676)]",사회 시대 주의 정치 문화,"{13: 0.35579127073287964, 1: 0.1393422782421112, 15: 0.11515200138092041, 10: 0.10883400589227676}",https://shopping-phinf.pstatic.net/main_3493370/34933703643.20221019135027.jpg,"16,200원"
19.0,35.5,9791160505801,관계를 읽는 시간,문요한,더퀘스트,어른 계속 틀 부터 사람 늘 인간관계 맘 고 한탄 삶 화두 활동 정신과 의사 요한 상대 거리 전혀 의도 상처 인간관계 본질 임 직시 마음 어쩌면 얘기 테 그대로 위로 필연 차이 그대로 거리 나답 변화 심리학 변화 출발점 틀 주목 무의식 되풀이 방식 이해 괴로움 반복 틀 여정 바운 개념 출발,인문,10.0,"[(10, 0.24082234501838684), (21, 0.2232840210199356), (15, 0.16942542791366577), (23, 0.10479927808046341)]",언어 이해 대화 상황 표현,"{10: 0.24082234501838684, 21: 0.2232840210199356, 15: 0.16942542791366577, 23: 0.10479927808046341}",https://shopping-phinf.pstatic.net/main_3246320/32463204674.20221230071628.jpg,"14,400원"
24.0,18.0,9791160507522,무작정 따라하기 도쿄,정숙영,길벗,이번 가격 교통 여행 정보 또한 현재 시점 전면 업데이트 폐점 장소 주목 스폿 정보 교체 주목 도쿄 코너 통 현재 도쿄 핫 소식 한눈 또한 차별 기능 테마 표지 전면 리뉴얼 여행 가기 필수 정보 당장 볼 거리 특성 일러스트 활용 감각 표지 재탄생,건강 취미,6.0,"[(6, 0.34855911135673523), (28, 0.1653309464454651), (15, 0.15060444176197052), (12, 0.09639272838830948)]",여행지 서울 제주 정보 지도,"{6: 0.34855911135673523, 28: 0.1653309464454651, 15: 0.15060444176197052, 12: 0.09639272838830948}",https://shopping-phinf.pstatic.net/main_3247611/32476111244.20220527043020.jpg,"16,920원"
54.0,46.5,9791160507904,무작정 따라하기 홋카이도,홍수연/홍연주,길벗,출국 분리 가이드북 무작정 여행 시리즈 무작정 여행 시리즈 출국 여행 계획 짤 미리 테마 출국 여행 코스 구성 도시 별로 관광 음식 쇼핑 체험 최신 여행 테마 망라 여행자 선택 폭 잡지 주제 거리 사진 구성 일정 별 테마 별 목적 별 여행 코스 최 구성 고민 필요 그대로 구성 여행 시 최소한 여행 정보 무게 상세 도보 코스 지도 지역별 교통 지도 삽입 처음 방문 해외 여행지 여행자 걱정,건강 취미,6.0,"[(6, 0.8549377918243408), (18, 0.032325953245162964), (8, 0.017099764198064804), (3, 0.017085900530219078)]",여행지 서울 제주 정보 지도,"{6: 0.8549377918243408, 18: 0.032325953245162964, 8: 0.017099764198064804, 3: 0.017085900530219078}",https://shopping-phinf.pstatic.net/main_3247455/32474559715.20221229072639.jpg,"16,020원"
63.0,36.7,9791160507980,무작정 따라하기 오사카 교토,홍유진/오원호,길벗,여행자 분 초 해외여행 기본 시리즈 출국 여행 계획 짤 미리 테마 출국 여행 코스 구성 도시 별로 관광 음식 쇼핑 체험 여행 테마 망라 여행자 선택 폭 잡지 주제 거리 사진 구성 고민 필요 그대로 지역 여행 코스 가이드 초보자 최적 여행 코스 소개 여행 시 최소한 인포 메이 무게 디테일 도보 코스 지도 지역별 교통 지도 삽입 여행자 걱정 무작정 시리즈 지역 만끽,건강 취미,6.0,"[(6, 0.8113898038864136), (15, 0.07618051767349243), (12, 0.036608077585697174), (26, 0.03452020138502121)]",여행지 서울 제주 정보 지도,"{6: 0.8113898038864136, 15: 0.07618051767349243, 12: 0.036608077585697174, 26: 0.03452020138502121}",https://shopping-phinf.pstatic.net/main_3247396/32473967199.20221231083847.jpg,"16,920원"
57.0,57.0,9791160560589,어떻게 민주주의는 무너지는가,스티븐 레비츠키/대니얼 지블랫/박세연,어크로스,오늘날 민주주의 투표 서로 적대 정당 양극화 정치 파괴 규범 선출 독재자 민주주의 붕괴 패턴 통찰 하버드대 정치학자 역작 트럼프 당선 직후 전통 자랑 민주주의 음 깨달 하버드대 정치학 교수 스티븐 레비츠키 대니얼 지블랫 뉴욕 타임스 트럼프 민주주의 위협 제목 민주주의 위기 경고 칼럼 회수 주목 출판사 요청 민주주의 거듭 즉시 화제 뉴욕 타임스 논픽션 워싱턴포스트 월스트리트 널 매체 강력 추천,사회 정치,28.0,"[(28, 0.2742169201374054), (17, 0.21797187626361847), (25, 0.11058536916971207), (18, 0.1094038188457489)]",미국 음악 기념 클래식 올해,"{28: 0.2742169201374054, 17: 0.21797187626361847, 25: 0.11058536916971207, 18: 0.1094038188457489}",https://shopping-phinf.pstatic.net/main_3247427/32474276669.20221019142217.jpg,"15,120원"
79.0,79.0,9791160801859,처음 읽는 중국사,전국역사교사모임,휴머니스트,처음 중국사 중국 대륙 문명 시작 온갖 지혜 각축 춘추 전국 시대 제국 통일 국가 시스템 정비 진 문화 수준 당 오랑캐 치부 유목 민족 역사 상세 중국사 한족 유목 민족 역사 임 고자 공화국 중화민국 사회주의 대화 실현 중화인민공화국 대사 비중 현재 중국 발전 미래 고민 볼 서술 중국사 입체 시각 일별 첫걸음,역사,13.0,"[(13, 0.2961314022541046), (25, 0.2450847178697586), (23, 0.12766417860984802), (30, 0.123167023062706)]",사회 시대 주의 정치 문화,"{13: 0.2961314022541046, 25: 0.2450847178697586, 23: 0.12766417860984802, 30: 0.123167023062706}",https://shopping-phinf.pstatic.net/main_3248170/32481700713.20221019140459.jpg,"18,900원"
54.0,64.4,9791160805567,박시백의 조선왕조실록 (특별 세트),박시백,휴머니스트,조선왕조 당대 정본 이기 역사 이해 첫걸음 이자 문화 원천 유산 페이지 달 분량 탓 연구자 제외 접근 조선왕조 박시백 화백 만화 재탄생 접 국민 교양 자리 박시백 조선왕조 단장 박시백 화백 손수 그린 화보 표지 시원 인물 성격 상황 더욱 볼 박시백 화백 화보 바탕 디자인 박시백 조선왕조 팬 접 눈길 낱 세트 구분 별로 검은색 표지 인상 블랙 낱,역사,28.0,"[(28, 0.20200073719024658), (30, 0.20060864090919495), (15, 0.16942542791366577), (29, 0.12030352652072906)]",미국 음악 기념 클래식 올해,"{28: 0.20200073719024658, 30: 0.20060864090919495, 15: 0.16942542791366577, 29: 0.12030352652072906}",https://shopping-phinf.pstatic.net/main_3246006/32460062489.20221227203737.jpg,"153,000원"
22.0,19.6,9791160808315,배우의 방,정시우,휴머니스트,캐릭터 배우 공간 배우 진짜 목소리 박정민 천우희 안재홍 변 요한 이제훈 주지훈 김남길 유태 오 오정세 고두심 배우 인의 심층 인터뷰 연기 어디 배우 캐릭터 진짜 배우 얼굴 공간 진짜 나로 인터뷰 영화 전문 기자 이자 저널리스트 활동 배우 모습 인터뷰 배우 공간 전달 마치 공간 직접 배우 초대 극장 만화방 제주도 심지어 물리치료 실 배우 공간 그동안 어디 적 배우 삶 태도,에세이,1.0,"[(1, 0.5178213715553284), (15, 0.24909807741641998), (29, 0.07456747442483902), (31, 0.07450080662965775)]",사진 인터뷰 배우 직접 이자,"{1: 0.5178213715553284, 15: 0.24909807741641998, 29: 0.07456747442483902, 31: 0.07450080662965775}",https://shopping-phinf.pstatic.net/main_3248674/32486741738.20221019132613.jpg,"16,200원"
29.0,27.5,9791160808766,박시백의 고려사 2,박시백,휴머니스트,환호 박시백 조선왕조 박시백 고려사 정통 역사 만화 귀환 애독자 응답 성원 시작 완간 무려 대장정 박시백 조선왕조 범접 사실 고증 주의 노련 미가 구성 역사 시각 조선왕조 역사 평 우리나라 역사 만화 전범 자리 지식 재미 조화 가족 교양 만화 로서 오늘날 무려 부의 부수 신뢰 성과 재미 역사 만화 새 지평 애 박시백 새 작품 고려시대 무대,역사,30.0,"[(30, 0.2669731676578522), (13, 0.18155808746814728), (11, 0.1779288947582245), (28, 0.13592451810836792)]",미술 작품 예술 지식 한국사,"{30: 0.2669731676578522, 13: 0.18155808746814728, 11: 0.1779288947582245, 28: 0.13592451810836792}",https://shopping-phinf.pstatic.net/main_3362306/33623068632.20221019151937.jpg,"13,050원"
30.0,40.5,9791160809060,The Black Book 검은 감정,설레다,휴머니스트,말로 감정 외면 감정 부정 감정 안내서 마음 수만 명의 위로 감정 감정 이란 슬픔 불안 우울 외로움 그동안 부정 오해 감정 뜻 심리학 전공 편의 연필 감정 정리 마음 감정 그날그날 감정 페이지 마음 해도 감정 감정 마주 그대로 인정,에세이,21.0,"[(21, 0.3750269114971161), (3, 0.37180179357528687), (15, 0.10436243563890457), (23, 0.052397720515728)]",사랑 마음 위로 인생 행복,"{21: 0.3750269114971161, 3: 0.37180179357528687, 15: 0.10436243563890457, 23: 0.052397720515728}",https://shopping-phinf.pstatic.net/main_3509141/35091411624.20221019150627.jpg,"15,750원"
30.0,40.5,9791160809060,The Black Book 검은 감정,설레다,휴머니스트,말로 감정 외면 감정 부정 감정 안내서 마음 수만 명의 위로 감정 감정 이란 슬픔 불안 우울 외로움 그동안 부정 오해 감정 뜻 심리학 전공 편의 연필 감정 정리 마음 감정 그날그날 감정 페이지 마음 해도 감정 감정 마주 그대로 인정,에세이,21.0,"[(21, 0.3750269114971161), (3, 0.37180179357528687), (15, 0.10436243563890457), (23, 0.052397720515728)]",사랑 마음 위로 인생 행복,"{21: 0.3750269114971161, 3: 0.37180179357528687, 15: 0.10436243563890457, 23: 0.052397720515728}",https://shopping-phinf.pstatic.net/main_3509141/35091411624.20221019150627.jpg,"15,750원"
30.0,40.5,9791160809060,The Black Book 검은 감정,설레다,휴머니스트,말로 감정 외면 감정 부정 감정 안내서 마음 수만 명의 위로 감정 감정 이란 슬픔 불안 우울 외로움 그동안 부정 오해 감정 뜻 심리학 전공 편의 연필 감정 정리 마음 감정 그날그날 감정 페이지 마음 해도 감정 감정 마주 그대로 인정,에세이,21.0,"[(21, 0.3750269114971161), (3, 0.37180179357528687), (15, 0.10436243563890457), (23, 0.052397720515728)]",사랑 마음 위로 인생 행복,"{21: 0.3750269114971161, 3: 0.37180179357528687, 15: 0.10436243563890457, 23: 0.052397720515728}",https://shopping-phinf.pstatic.net/main_3509141/35091411624.20221019150627.jpg,"15,750원"
49.0,37.4,9791160944426,100 인생 그림책,하이케 팔러/김서정/발레리오 비달리,사계절,마음속 삶 장면 인생 맛 처음 계속 인생 아주 보편 구체 종이 삶 계속 사랑 커피 인생 흐름 학교 가기 일찍 사랑 행복 상대 누군가 인지 나이 계속,에세이,9.0,"[(9, 0.20738503336906433), (15, 0.15431246161460876), (21, 0.1442762315273285), (10, 0.10603146255016327)]",인생 길 지혜 순례 마지막,"{9: 0.20738503336906433, 15: 0.15431246161460876, 21: 0.1442762315273285, 10: 0.10603146255016327}",https://shopping-phinf.pstatic.net/main_3245598/32455980883.20221019152146.jpg,"18,000원"
49.0,37.4,9791160944426,100 인생 그림책,하이케 팔러/김서정/발레리오 비달리,사계절,마음속 삶 장면 인생 맛 처음 계속 인생 아주 보편 구체 종이 삶 계속 사랑 커피 인생 흐름 학교 가기 일찍 사랑 행복 상대 누군가 인지 나이 계속,에세이,9.0,"[(9, 0.20738503336906433), (15, 0.15431246161460876), (21, 0.1442762315273285), (10, 0.10603146255016327)]",인생 길 지혜 순례 마지막,"{9: 0.20738503336906433, 15: 0.15431246161460876, 21: 0.1442762315273285, 10: 0.10603146255016327}",https://shopping-phinf.pstatic.net/main_3245598/32455980883.20221019152146.jpg,"18,000원"
19.0,18.4,9791160946673,이파라파냐무냐무,이지은,사계절,마시멜로 마을 풍요 먹거리 폭 신한 땅 잠 솔솔 마을 동산 너머 천둥 소리 파라 냐무냐무 파라 냐무냐무 소리 점점 가까이 소리 산만 덩치 털북숭이 도 사리,유아,15.0,"[(15, 0.35690373182296753), (6, 0.27809491753578186), (20, 0.2230096459388733), (23, 0.014587869867682457)]",시작 이유 사실 경험 시대,"{15: 0.35690373182296753, 6: 0.27809491753578186, 20: 0.2230096459388733, 23: 0.014587869867682457}",https://shopping-phinf.pstatic.net/main_3248042/32480421419.20221019110617.jpg,"13,500원"
23.0,16.2,9791160946918,어린이라는 세계,김소영,사계절,어린이 세계 어린이 보이지 몸 목소리 양육 교육 사람 곁 어린이 사실 의식 채 남짓 어린이 편집자 독서 교실 어린이 김소영 어린이 존재 보이 목소리 어린이 세계 김소영 어린이 발견 작고 존재 세계 세계 어린이 곁 어린이 통과 어린이 동료 시민 이자 다음 세대 어린이,에세이,20.0,"[(20, 0.3744054138660431), (15, 0.23636223375797272), (21, 0.15453596413135529), (24, 0.052462030202150345)]",아이 그림책 엄마 친구 어린이,"{20: 0.3744054138660431, 15: 0.23636223375797272, 21: 0.15453596413135529, 24: 0.052462030202150345}",https://shopping-phinf.pstatic.net/main_3244093/32440933915.20221019105432.jpg,"13,500원"
3.0,23.0,9791160949629,아틀라스 한국사,한국교원대학교 역사교육과/송호정/이병희/김한종/이용기,사계절,제 출판 문화상 수상작 출판사 지도 역사 아틀라스 한국사 사계절출판사 창립 주년 전면 지도 역사 표방 사계절출판사 아틀라스 역사 시리즈 아틀라스 한국사 시작 아틀라스 세계사 아틀라스 중국사 아틀라스 일본사 아틀라스 중앙 유라시아 사 차례 세계 거의 역사 지도 시리즈 텍스트 중심 구성 대부분 역사 시장 바람 출판사 지도 역사 시도 아틀라스 한국사 사랑 제 출판 문화상 성과 또한 일본 헤이본샤 출판사 역사 지도 제목 기도,역사,28.0,"[(28, 0.23469394445419312), (13, 0.2130746990442276), (30, 0.1405925303697586), (5, 0.09489313513040543)]",미국 음악 기념 클래식 올해,"{28: 0.23469394445419312, 13: 0.2130746990442276, 30: 0.1405925303697586, 5: 0.09489313513040543}",https://shopping-phinf.pstatic.net/main_3356379/33563799638.20221019142358.jpg,"32,400원"
48.0,27.7,9791160949643,나의 아름다운 할머니,심윤경,사계절,정원 설 소설가 심윤경 제대로 사랑 표현 밥 숟가락 법도 할머니 의미 그때 성취 중이 정원 설 사랑 소설가 심윤경 활동 처음 소설 어른 원형 할머니 아이 깨달 할머니 사랑 사람 사랑 영혼 준 할머니 지혜 양육 방식 오늘날 아이 오히려 마는 안내서 역할 소설 생활 심윤경 특유 재치 유머,에세이,20.0,"[(20, 0.260970801115036), (15, 0.18407821655273438), (21, 0.17773091793060303), (5, 0.13198056817054749)]",아이 그림책 엄마 친구 어린이,"{20: 0.260970801115036, 15: 0.18407821655273438, 21: 0.17773091793060303, 5: 0.13198056817054749}",https://shopping-phinf.pstatic.net/main_3414847/34148470619.20230101101356.jpg,"11,700원"
13.0,28.3,9791161110103,브론테 자매 평전,데버러 러츠/박여영,뮤진트리,브론테 자매 사물 삶 글쓰기 세심 초상 제인 에어 폭풍 언덕 애 니스 그레이 샬럿 에밀리 앤 자매 문학사 이름 가문 빅토리아 시대 문학 연구 가인 브론테 자매 생전 사물 복합 매혹 삶 형제자매 시절 미니어처 황야 고독 산책 자두나무 지팡이 휴대 용 책상 각각 개인 사물 브론테 자매 세계 사랑 소설 빅토리아 시대 창문 자매 동물 사랑 에밀리 키퍼 황동 목걸이 묘사 브론테 가족 글쓰기 영향 빅토리아 시대 사람 애완동물,인문,5.0,"[(5, 0.2319497913122177), (10, 0.2318810075521469), (8, 0.18041890859603882), (21, 0.15847310423851013)]",소설 작품 문학 시리즈 장편소설,"{5: 0.2319497913122177, 10: 0.2318810075521469, 8: 0.18041890859603882, 21: 0.15847310423851013}",https://shopping-phinf.pstatic.net/main_3247463/32474634300.20221228073844.jpg,"21,600원"
68.0,68.0,9791161504414,AI교육혁명,이주호/정제영/정영식,시원북스,교육 내일 학생 준비 시대 인공 지능 교육 미래 학교 방향 디자인 교육 혁명 미래 자녀 학교 교육 역할 실천 대안 교육 제안 걸음 성큼 인공 지능 시대 교육 구체 논의 즉 미래 역량 내용 근본 혁신 동시 방식 인공 지능 활용 학생 개개인 요구 개별 교육 제공 대안 제시 인공 지능 기술 기능 활용 경쟁 학습 학생 개개인 역량 성취 교육 본질 집중 뜻,사회 정치,23.0,"[(23, 0.3511847257614136), (2, 0.2873992323875427), (7, 0.1819602996110916), (21, 0.06370019912719727)]",변화 방법 미래 제시 기술,"{23: 0.3511847257614136, 2: 0.2873992323875427, 7: 0.1819602996110916, 21: 0.06370019912719727}",https://shopping-phinf.pstatic.net/main_3246406/32464063758.20221228074202.jpg,"14,400원"
5.0,2.1,9791161571188,불편한 편의점,김호연,나무옆의자,자꾸 편의점 위로 편의점 밤 정체 불명 알바로 시작 웃음 감동 나비효과 망원동 브라더스 김호연 동네 시즌 세계문학 우수상 수상작 망원동 브라더스 데뷔 현실 위트 그린 작품 인간 욕망 상상력 스릴러 장르 작품 세계 김호연 다섯 장편소설 편의점 편의점 청파동 골목 모퉁이 자리 편의점 무대 시대 이웃 삶 희로애락 작품 망원동 브라더스 망원동 공간 체험 활용 재미 공감 이번 서울 동네 청파동 공감각 포착 흥미진진 동네 탄생,소설/시/희곡,5.0,"[(5, 0.30057671666145325), (20, 0.2600975036621094), (6, 0.10100218653678894), (21, 0.08398254960775375)]",소설 작품 문학 시리즈 장편소설,"{5: 0.30057671666145325, 20: 0.2600975036621094, 6: 0.10100218653678894, 21: 0.08398254960775375}",https://shopping-phinf.pstatic.net/main_3244499/32444990070.20230101101324.jpg,"12,600원"
2.0,3.8,9791161571379,불편한 편의점 2,김호연,나무옆의자,재 방문 환영 청파동 편의점 사랑 상위 소설 김호연 편의점 청파동 골목 편의점 무대 시대 이웃 삶 그린 편의점 상반기 교보 문고 영풍문고 예스 집계 종합 예스 올해 전국 지자체 시민 참여 올해 소설 관심 열기 계속 서울역 노숙인 편의점 야간 알바로 시작 편의 예측 불허 웃음 온기 감동 선사,소설/시/희곡,20.0,"[(20, 0.2310807853937149), (5, 0.18099531531333923), (28, 0.1567024141550064), (15, 0.11499790102243423)]",아이 그림책 엄마 친구 어린이,"{20: 0.2310807853937149, 5: 0.18099531531333923, 28: 0.1567024141550064, 15: 0.11499790102243423}",https://shopping-phinf.pstatic.net/main_3368499/33684998621.20221019114452.jpg,"12,600원"
18.0,8.8,9791162143605,잘했고 잘하고 있고 잘 될 것이다 (스페셜 리미티드 에디션),정영욱,부크럼,주 연속 스페셜 리미 티드 재탄생 세기 올해 독보 에세이스트 정영욱 위로 자리 윤슬 스페셜 리미 티드 재탄생 그것 사랑 연습 이전 정영욱 과거 현재 미래 응원,에세이,28.0,"[(28, 0.3935655355453491), (21, 0.2245170772075653), (15, 0.15112437307834625), (13, 0.09529315680265427)]",미국 음악 기념 클래식 올해,"{28: 0.3935655355453491, 21: 0.2245170772075653, 15: 0.15112437307834625, 13: 0.09529315680265427}",https://shopping-phinf.pstatic.net/main_3245254/32452543757.20221230074926.jpg,"13,500원"
17.0,16.9,9791162241868,혼자 공부하는 C 언어,서현우,한빛미디어,혼자 해도 과외 듯 프로그래밍 독학 언어 입문 꼭 내용 제대로 학습 구성 학습 입문 자의 마음 과외 선생님 핵심 내용 페이지 마지막 페이지 혼자 서도 언어 자신감 확신 계속 명의 베타 리더 검증 입문 맞춤 명의 베타 리더 구성 입문 난이도 분량 학습 요소 적극 반영 용어 개념 한번 설명 혼자 공부 여러 입문 자의 초심 눈높이 곳곳 반영 장점,IT 모바일,12.0,"[(12, 0.8190770149230957), (23, 0.08597840368747711), (21, 0.03624746948480606), (3, 0.017643800005316734)]",설명 학습 내용 구성 이해,"{12: 0.8190770149230957, 23: 0.08597840368747711, 21: 0.03624746948480606, 3: 0.017643800005316734}",https://shopping-phinf.pstatic.net/main_3246482/32464827753.20221019123626.jpg,"21,600원"
48.0,55.6,9791162241875,혼자 공부하는 자바,신용권,한빛미디어,혼자 해도 과외 듯 자바 프로그래밍 지원 독학 자바 입문 꼭 내용 제대로 학습 구성 학습 조차 입문 자의 마음 과외 선생님 핵심 내용 페이지 마지막 페이지 혼자 서도 자바 자신감 확신 계속,IT 모바일,12.0,"[(12, 0.7140011787414551), (7, 0.1150331199169159), (15, 0.0713106170296669), (21, 0.034614432603120804)]",설명 학습 내용 구성 이해,"{12: 0.7140011787414551, 7: 0.1150331199169159, 15: 0.0713106170296669, 21: 0.034614432603120804}",https://shopping-phinf.pstatic.net/main_3248330/32483306261.20221019135748.jpg,"21,600원"
