,순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words
2305,67.0,67.0,9791166890819,나 자신을 알라,스티븐 M. 플레밍/배명복,바다출판사,뇌 과학 소크라테스 지혜 소크라테스 델포이 신전 돌 알라 명제 철학 함 근본 고대 그리스 추구 과제 즉 인식 인식 행동 의식 성찰 능력 식이 발달 사람 상황 인식 마음 능력 바탕 사람 처지 상황 역량 제대로 파악 세월 현대 과학 뇌 인식 수행 음 뇌 과학 연구 뇌 불확실 판단 상태 행동 모니터링 뇌 과학 심리학 기반 고유 능력 메타 인지 인식 활용,인문,12,"[(12, 0.42517387866973877), (7, 0.18551990389823914), (3, 0.10290215909481049), (8, 0.10177691280841827)]",철학 의미 이해 교수 통찰
2306,79.0,53.0,9791166890987,우리는 모두 조금은 이상한 것을 믿는다,니콜라 고브리트/대니얼 록스턴/데이비드 자이글러/도널드 프로세로/레베카 앤더스 버크너/리처드 와이즈먼 /박진영/버나드 레이킨드/스타니슬라스 프랑포르 /이덕환/이지형/제시 베링/제임스 앨런 체인/존 버크너 5세/찰스 S. 레이카트/최낙언/코리 마컴,바다출판사,사주팔자 유체 이탈 경험 믿음 혈액형 성격 론 운명 사주팔자 음양오행 첨단 과학 누군가 어쩌면 이해 출발점 일지 패턴 설계 뇌 믿음 취약 실제 믿음 사의 일반 중심 보편 양상 지난 과학 관점 사회 비판 스켑틱 편집 부가 혈액형 성격 론 운명 사주팔자 음양오행 밀레니엄 종말론 외계인 지구중심설 음이온 천국 지옥 심령사진 예지 몽 임사체험 유체이탈 점성술 지구평면설 유혹 믿음 하나로,자연과학,5,"[(5, 0.23765358328819275), (12, 0.16913333535194397), (11, 0.16552360355854034), (16, 0.11541123688220978)]",인생 마음 감정 위로 경험
2307,47.0,63.0,9791166891137,"박테리아에서 바흐까지, 그리고 다시 박테리아로",대니얼 데닛/신광복,바다출판사,의식 마음 연구 선구자 데닛 반세기 연구 결정 학문 경계 마음 탐구 지적 모험 절정 마음 연구 대니얼 데닛 반세기 마음 연구 종합 마음 미스터리 해체 타인 마음 생명계 시각 제안 마음 신비 주의 허물 잔재 평생 데닛 사고 도구 이용 사람 유혹 데카르트 중력 무력 기계 자연선택 박테리아 바흐 마음 출현 추적 진화 역사 어보 사고 뒤 마음 타인 마음 생명계 시각 데닛 연구 집대성 기존 저작 달리 오히려 술술 장점,자연과학,12,"[(12, 0.2980060875415802), (5, 0.2655520737171173), (7, 0.21190743148326874), (9, 0.086841881275177)]",철학 의미 이해 교수 통찰
2308,24.0,24.0,9791166891182,공감의 반경,장대익,바다출판사,혐오 분열 공감 공감 공감 하라 혐오 분열 해결 만능 해답 정서 공감 끼리 뭉치 타인 공감 감정 경계 확장 존재 공감 진화 학자 장대익 사회 성과 공감 능력 진화생물학 심리학 인류학 사회학 연구 성과 종횡무진 탐구 공감 모습 모습 타인 공감 감정 기반 이성 발휘 사람 그때 공감 힘 중심 바깥쪽 원심력 형태 띠 반경 점점 비인간 동물 기계 포 요컨대 혐오 분열 극복 공감 깊이 공감 반경 작업,자연과학,5,"[(5, 0.3827439546585083), (11, 0.3332493007183075), (12, 0.194510355591774), (7, 0.03266029432415962)]",인생 마음 감정 위로 경험
2309,67.0,63.5,9791167030382,빅터 프랭클,빅터 프랭클/박상미,특별한서재,죽음 용소 정신과 의사 이시형 추천 삶 의미 의미 치료 로고테라피 창시자 빅터 프랭클 인생 철학 끝 보이지 코로나 무기 삶 의미 적 바이러스 점점 사회 죽음 용소 마음 치유 삶 의미 절망 낭떠러지 끝 선 평생 빅터 프랭클 일생 철학 자서전 빅터 프랭클 죽음 용소 위기 젊은이 삶 확신,인문,5,"[(5, 0.5384326577186584), (12, 0.2364976704120636), (11, 0.10668201744556427), (4, 0.07862866669893265)]",인생 마음 감정 위로 경험
2310,70.0,73.7,9791167030535,박상미의 가족 상담소,박상미,특별한서재,세바 시 박상미 라디오 유튜브 누적 회수 클래스 가족 상담 소 속풀이 쇼 동치미 아침마당 상담 전문가 박상미 가족 상담 소 공감 소통 화목 가족 비결 클래스 속풀이 쇼 동치미 아침마당 프로그램 상담 전문가 활약 심리상담가 박상미 국민 가족 박상미 가족 상담 소 클래스 시청 프로그램 박상미 가족 상담 소 강 아침마당 강연 유튜브 박상미 라디오 상담 내용 외 원고 다수 추가 부모 자식 부부 고부 갈등 장서 갈등 가족 고민 갈등 해결 솔루션 언어 긍정 초 호흡 공감 대화 화해 기술 가족 도움 기술,자기계발,5,"[(5, 0.3872792422771454), (10, 0.19965271651744843), (4, 0.12899485230445862), (8, 0.12836246192455292)]",인생 마음 감정 위로 경험
2311,71.0,75.0,9791167030566,이시형의 신인류가 몰려온다,이시형,특별한서재,몇 몇 국민 정신과 의사 이시형 정년 조언 방황 삶 의미 길 제시 어른 이시형 초 고령 사회 대비 인생 마지막 준비 인문 이시형 인류 이시형 인류 역사상 초유 장수 맞이 인구 차지 초 고령 인구 인류 칭했다 노년 이미지 모험 가능성 가득 찬 액티브 시니어 즉 인류 맞이 인생 최후 준비 역설,인문,11,"[(11, 0.43307846784591675), (5, 0.3079913556575775), (9, 0.11471620202064514), (12, 0.07268163561820984)]",사회 미래 변화 위기 코로나
2312,21.0,13.5,9791167070791,인생의 허무를 어떻게 할 것인가,김영민,사회평론아카데미,사상사 연구자 칼럼니스트 김영민 서울대 교수 인생 허무 북송 문장가 소식 적벽부 모티프 인류 보편 허무 사유 결과물 시선 포착 재 해석 허무 주제 만큼 죽음 해골 등장 김영민 유머 통찰 덕분 허무 직면 인생 경험 라면 위안 곁 음미 가치 빛 발,인문,12,"[(12, 0.3975135087966919), (5, 0.24251434206962585), (4, 0.13229534029960632), (15, 0.10694488137960434)]",철학 의미 이해 교수 통찰
2313,45.0,36.3,9791167140111,우리에겐 절망할 권리가 없다,김누리,해냄,점점 사회 지옥 환멸 전환 감행 사회 지배 기만 장막 개혁 청사진 제시 통렬 성찰 사회 민낯 직시 길 중앙 대학교 독 문과 누리 교수 정치 사회 비평 한겨레 연재 칼럼 고문 정리 칼럼 지난 급변 정치 사회 풍경 궤 고스 란 역사 기록물 클라스 차례 강의 불행 반향 바 사회 근원 모순 병폐 복기 대안 함 전환 촉구,사회 정치,12,"[(12, 0.2840108573436737), (11, 0.24663378298282623), (3, 0.22771646082401276), (5, 0.09341605752706528)]",철학 의미 이해 교수 통찰
2314,44.0,44.0,9791167140210,어떻게 경제적 자유를 얻을 것인가,이동훈,해냄,경제 자유 삶 자유도 부와 자유 고정관념 자본주의 사회 삶 주도 성과 독립성 당장 시작 돈 공부 스스로 부하라 주식 부동산 산업 투자 경험 사례 바탕 투자 고수 이동훈 전하 부의 습관 전례 상승 빚투 끌 세태 돈 투자 관심 식 광풍 급상승 자산 가치 타이밍 무력감 우울 감 호소 반면 운 흐름 사람 불안감 호소 과연 돈 투자 국내외 시장 비즈니스 두루 경험 투자 전문가 바이오 투자 센터 이동훈 부사,경제 경영,6,"[(6, 0.44751089811325073), (11, 0.19509457051753998), (5, 0.18161508440971375), (10, 0.08164668828248978)]",투자 돈 부동산 부자 주식
2315,67.0,72.5,9791167140289,비로소 내 마음의 적정 온도를 찾다,이승원/정여울,해냄,삶 헨리 데이비드 소로 상황 자연 풍요 움 정 여울 헨리 데이비드 소로 월든 깨달 삶 기술 비로소 마음 적정 온도 정 여울 헨리 데이비드 소로 도심 주체 자연 친 적 삶 고민 흔적 직접 소로 고향 콩코드 지역 월든 호수 사진 소로 흔적 정취 볼 고전 소로 월든 소로 월간 월든 호수 근처 오두막 생존 최소한 재화 독립 주체 개인 삶,에세이,5,"[(5, 0.5709828734397888), (13, 0.19534754753112793), (12, 0.09512363374233246), (11, 0.07471438497304916)]",인생 마음 감정 위로 경험
2316,44.0,41.0,9791167140401,나는 왜 나를 함부로 대할까,문요한,해냄,스스로 사람 어른 비난 자책 악순환 늘 후회 정신과 의사 요한 전하 지혜 유독 스스로 사람 실수 잘못 비난 사람 불화 스스로 고통 행동 반복 아웃 강박 정신 생활 사람 변화 성장 주목 몸 마음 통합 심리 치유 연구 정신과 의사 요한 상담 마음 심리 고통 비롯 깨 면 집중 스스로 치유 노력,인문,5,"[(5, 0.7764913439750671), (12, 0.1260850727558136), (9, 0.06624865531921387), (11, 0.004705321043729782)]",인생 마음 감정 위로 경험
2317,70.0,70.0,9791167140500,오래된 길들로부터의 위안,이호정,해냄,변화 도시 서울 옛길 동네 역사 한양도성 안팎 서울 발 디디 부러 성벽 돌 성가 퀴 기와 사람 로부터 위안 이호정 아이 한양도성 안팎 옛길 동네 답사 엮 역사 정감 가운데 간과 주목 이호정 도시공학 전공 서울 도시 계획 현장 서울특별시 경관 계획 북촌 종지 단위 계획 서원 마을 종지 단위 계획 도시 경관 단위 계획 관련 여러 프로젝트 참여,역사,13,"[(13, 0.5703310966491699), (12, 0.22733594477176666), (2, 0.04733865708112717), (3, 0.04693787544965744)]",도시 서울 길 여행 음식
2318,39.0,41.0,9791167140517,진지하면 반칙이다,류근,해냄,스스로 삼류 트로트 통속 연애 시인 칭하 시선 곳곳 상처 외로움 그리움 포착 류근 시인 신작 반칙 시인 페이스북 엄선 컷 감각 일러스트 산문 엮 존재 서정 사회 촌철 살인 층위 감성 성찰 시인 특유 시선 감각,에세이,4,"[(4, 0.3704025447368622), (5, 0.2869686186313629), (12, 0.1343195140361786), (1, 0.09403397887945175)]",아이 엄마 그림책 시인 마음
2319,34.0,58.5,9791167180124,크리스토퍼 놀란,톰 숀/Christopher Nolan/윤철희/전종혁,제우미디어,메멘토 다크 나이트 인셉션 인터스텔라 꿈 직조 설계자 거장 크리스토퍼 놀란 직접 비밀 골몰 개념 지적 형태 영화 관객 게임 감독 크리스토퍼 놀란 디지털 아날로그 고집 사용 최대한 배제 실존 장소 연구 논리 오락 영화 문법 구현 독보 대중 예술가 세계 영화계 자본 홀로 영화 영화 평론가 톰 숀 직접 놀란 편의 영화,에세이,15,"[(15, 0.3717503845691681), (12, 0.15703971683979034), (0, 0.12612342834472656), (1, 0.12466645240783691)]",소설 작품 영화 문학 감독
2320,11.0,30.4,9791167370280,[예스리커버] 완전한 행복,정유정,은행나무,정 유정 자기애 늪 얼마나 위태 압도 서사 공포 정 유정 인생 스프링 캠프 심장 밤 종 기원 진 지니 발표 작품 열광 지지 국문학 대체 정유 정이 신작 행복 쪽 꽉 채운 압도 서사 적재적소 타격 도감 플롯 열 묘사 정 유정 스타일 가감 한편 완숙 서스펜스 심연 밀도 가득 찬 수작 행복 버스 버려진 시골 늪 오리 오리 먹이 여자 뒷모습 시작 그녀 딸 남자 얼굴,소설/시/희곡,5,"[(5, 0.3359150290489197), (15, 0.24496227502822876), (4, 0.15804161131381989), (9, 0.05821604281663895)]",인생 마음 감정 위로 경험
2321,55.0,53.0,9791167370945,모녀의 세계,김지윤,은행나무,자기애 엄마 시작 간섭 애정 사이 위태 줄타기 뒤엉킨 여자 진심 전하 움 감정 독립 수업 공감 통찰 바탕 전문가 김지윤 소장 엄마 딸 사이 갈등 모녀 세계 얼핏 엄마 딸 사이 여자 세계 상처 원망 한마디 애증 점철 복잡 세계 모녀 엄마 딸 사람 인생 전반 지배 딸 연애 결혼 자녀 양육 방식 인간관계 지대 영향 어려움 경우 삶 표,인문,5,"[(5, 0.5319912433624268), (4, 0.17020146548748016), (12, 0.1549598127603531), (8, 0.06451324373483658)]",인생 마음 감정 위로 경험
2322,25.0,41.5,9791167371256,선창은 언제나 나의 몫이었다,양경인,은행나무,근현대사 비극 온몸 제주 운동 김진 삶 꿈 제주 평화 문학상 논픽션 수상작 선창 몫 역사 진실 인류 보편 가치 평화 인권 제주 평화 문학상 논픽션 부문 수상작 경인 제주 사건 언급 금기 채록 취재 제주 운동 김진 삶 복원 발표 하라 진언 할머니 뜻 그녀 생애 해방 전후 운동 공백 비극 온몸 저항,역사,3,"[(3, 0.338274210691452), (15, 0.23343174159526825), (5, 0.11298692226409912), (14, 0.10609375685453415)]",역사 정치 대통령 중국 일본
2323,79.0,79.0,9791167371379,헬프 미 시스터,이서수,은행나무,척 정 방향 발 삶 황산벌 청년 문학상 이효석 문학상 수상 서수 신작 장편소설 초 황산벌 청년 문학상 국문학 단계 비약 자산 평 소설가 서수 발표 단편소설 미조 이효석 문학상 문학계 주목 급부 헬프 시스터 이서 수의 장편소설 전작 초 전위 음악가 케이 불화 이기동 인물 삶 집중 헬프 시스터 삼대 모습 플랫폼 산업 여성 노동 현실 혈연 인연 엮 가족 구성원 연대,소설/시/희곡,15,"[(15, 0.4219836890697479), (5, 0.1967877894639969), (11, 0.13070236146450043), (10, 0.08635420352220535)]",소설 작품 영화 문학 감독
2324,30.0,30.0,9791167371669,1만 1천 권의 조선,김인숙,은행나무,몸 움 매료 전설 이방인 유랑 소설가 김인 마주 역사 문화 사람 소설가 김인 서양 고서 여섯 산문 조선 우리나라 관련 글자 소장 도서관 국학 자료 우연 기회 국학 자료 소장 도서관 초대 서양 고서 약 고서 연구 준비,역사,12,"[(12, 0.3082091510295868), (3, 0.18221676349639893), (15, 0.1227969229221344), (4, 0.1222597286105156)]",철학 의미 이해 교수 통찰
2325,63.0,63.0,9791167371898,여름과 루비,박연준,은행나무,루비 여름 유성우 유년 대하 박연 준 시인 장편소설 이별 언덕 이별 해도 그게 이별 라면 그게 이별 다리 거리 낙차 거기 여기 사이 높이 본문 시집 속눈썹 비명 아버지 처제 베누스 디카 밤 비 뱀 산문 소란 인생 기분 품세 구축 박연 준 시인 장편소설 여름 루비 소설 여름 루비 세계 유성우 유년 시절 그녀 통찰 박연 준 시인 에세이스트,소설/시/희곡,5,"[(5, 0.4481903910636902), (4, 0.2959027588367462), (15, 0.19153131544589996), (9, 0.02851199358701706)]",인생 마음 감정 위로 경험
2326,56.0,56.0,9791167372376,너에게 전화가 왔다,원태연,은행나무,시가 설명 필요 원태연 감성 정수 신작 시집 시집 넌 가끔 다가 난 뒤 시집 국내 시집 판매량 세운 시인 원태연 작사 영화 활동 시인 본연 자세 신작 시집 페이지 허투루 다짐 시집 군더더기 이별 노래 시인 특유 감성 한층 언어 전화 이별 통과 슬픔 기쁨 과정 마음 편의 엮 시집 시집 시인 롯 시어 시 형태 집중 여러 언어 형태 실험,소설/시/희곡,4,"[(4, 0.4875777065753937), (9, 0.22368068993091583), (5, 0.15725377202033997), (15, 0.0693463534116745)]",아이 엄마 그림책 시인 마음
2327,49.0,49.0,9791167500090,위키위키 칼림바 연주곡집,위키위키,서울음악출판사,칼림바 유튜브 채널 운영 위키위키 칼림바 연주 곡집 칼림바 연주 영상 인기 곡 코드 전곡 모범 연주 영상 반주 영상 컬러 숫자 악보 음정 조율 일러스트 사용 보기 악보 위키위키 칼림바 연주 곡집 기준 위키위키 칼림바 영상 인기 칼림 연주 청곡 엄선 아주 난이도 솔로 연주 구성 필수 칼림바 곡집 칼림바 기초 음악이론 반주 선율 멜로디 악보 반주 화음 솔로 악보 난이도 구성 초보자 실력 사용 곡 코드 모범 연주 영상 활 용도 선율 멜로디 악보 반주 연주 더욱 사운드 경험,예술,10,"[(10, 0.6911487579345703), (0, 0.1519099324941635), (1, 0.061109013855457306), (9, 0.05036459490656853)]",유튜브 음악 기업 채널 클래식
2328,79.0,79.0,9791167500113,아이유 기타 악보집,구자성,SRMUSIC,아이유 곡 채보 기타 악보 의미 그대 엔딩 아이유 곡 통기타 연주 노래 곡 엄선 곡 마지막 페이지 가사 코드 초보자 연주 노래 구성,예술,10,"[(10, 0.6037988066673279), (5, 0.11011838167905807), (0, 0.09834645688533783), (4, 0.09773930162191391)]",유튜브 음악 기업 채널 클래식
2329,65.0,38.4,9791167520753,리더십의 비밀,웨스 로버츠/김원태,책과나무,합참 리더십 추천 목록 미군 대부분 대부분 인물 아틸라 흉노 훈족 부족 통일 로마 제국 위협 리더십 비밀 둘 베일 세월 검증 리더십 원칙 효과 리더십 기술,경제 경영,3,"[(3, 0.277728796005249), (10, 0.1601835936307907), (15, 0.12211202085018158), (12, 0.09313517808914185)]",역사 정치 대통령 중국 일본
2330,53.0,53.0,9791167521040,꿈꾸는 자들의 도시 뉴욕을 그리다,김미선,책과나무,여행 스토리 드로잉 명소 인물 수채화 드로잉 뉴욕 여행 뉴욕 여행 명소 인물 각도 뉴욕 수채화 드로잉 의지 열정 임 인물 뉴욕 매력 자신감 용기 충전 드로잉 수채화 물감 미학 선사 코로나 해외여행 대리 각자 꿈,건강 취미,14,"[(14, 0.3462318181991577), (5, 0.16943392157554626), (9, 0.16858121752738953), (15, 0.13628175854682922)]",여행 정보 여행지 제주 가이드북
2331,73.0,73.0,9791167521750,"소무승의 물,형상 통변론 1",소무승,책과나무,소무 승 물 형상 리학 실전 해설 연 시 간지 즉 사주 상생 상극 학문 리학 철학 직강 중인 리학 도반 암기 실전 응용 여러 이론 공통분모 실전 검증 이론 별도 축약 소무 승 물 형상 리학 실전 해설 편이 생일 풀이 대운 통변 리학 관심 후학 도반 명리 현 물 형상 리학 공부 부족함 리학 완성 지침,인문,12,"[(12, 0.3120031952857971), (0, 0.2551402747631073), (15, 0.17975874245166779), (9, 0.10975833982229233)]",철학 의미 이해 교수 통찰
2332,37.0,37.0,9791167521859,스위스 안락사 현장에 다녀왔습니다,신아연,책과나무,죽음 삶 스위스 력사 동반 여행 비롯 삶 죽음 성찰 스위스 조력 자살 한국인 동행 체험 삶 죽음 철학 인연 얼굴 적 폐암 말기 환자 력사 동반 제안 환자 마지막 본인 감정 파고 절박 현장 상황 죽음 배웅 체험 바탕 삶 죽음 성찰 침잠 과정 창조주 극한 육체 고통 스스로 죽음 택 육체 정신 고통 이면 죽음 영생 과정 임,에세이,5,"[(5, 0.5307047367095947), (12, 0.22915883362293243), (16, 0.10148730874061584), (14, 0.08171945810317993)]",인생 마음 감정 위로 경험
2333,22.0,46.0,9791167600202,달콤한 나의 거리,돌레,북스고,디저트 스트레스 잠시 힐링 선사 배 디저트 만큼 디저트 진심 거리 돌레 디저트 경험 컬러 링북 서울 곳곳 디저트 맛집 개성 디저트 카페 직접 방문 디저트 경험 디저트 맛 꼭 맛 보고 충동 잠깐 여유 힐링 알록달록 보기 해도 디저트 칠 디저트 하우스 미리 경험 맛 상상력,예술,13,"[(13, 0.46505507826805115), (9, 0.3092910349369049), (4, 0.05782637372612953), (1, 0.05656995624303818)]",도시 서울 길 여행 음식
2334,56.0,46.7,9791167600271,어쩌면 당신이 원했던 괴담실록,괴담실록,북스고,땅 누군가 괴이 여름 이면 더위 프로그램 전설 고향 종영 기억 사람 간담 여름 더위 무색 만들기 괴담 막론 늘 흥미 유발 비록 괴담 표현 대부분 입 입 전설 신화 야사 재 가공 재미 교훈 제공 괴담 반영 만큼 생활 투영 삶 연결 희노애락 사회 현상 사람 함일 수도 어쩌면 괴담 유튜브 채널 괴담 괴담 모음 대판 청구야담,역사,9,"[(9, 0.2892652451992035), (12, 0.24329599738121033), (13, 0.18914300203323364), (5, 0.1028057187795639)]",시작 방법 처음 생활 마음
2335,72.0,72.0,9791167620002,프랑스 와인 여행,배두환/엄정선,꿈의지도,프랑스 다운 여행 여행자 와인 여행 가이드북 와인 전문가 엄선 프랑스 와인 산지 와인 너리 투어 정보 산지 별 와인 역사 와인 떼루아 포도 품종 등급 체계 와인 해설 여행자 부담 너리 투어 레스토랑 호텔 맞춤 여행 정보 가득,건강 취미,13,"[(13, 0.4767698645591736), (14, 0.38728833198547363), (12, 0.04140176996588707), (3, 0.033990439027547836)]",도시 서울 길 여행 음식
2336,12.0,38.5,9791167620125,이탈리아 와인 여행,엄정선/배두환,꿈의지도,이탈리아 와인 소개 안내서 고대 로마 와인 문화 꽃 와인 조국 이탈리아 와인 해설 너리 엄선 소개 너리 투어 토스카나 피에몬테 베네토 이탈리아 핵심 여행지 파스타 치즈 발사믹 식초 이탈리아 식 재료 지역별 미식 이탈리아 여행 로망,건강 취미,13,"[(13, 0.7836242914199829), (14, 0.0997028574347496), (3, 0.037308502942323685), (12, 0.012904147617518902)]",도시 서울 길 여행 음식
2337,37.0,51.8,9791167620224,이탈리아 자동차 여행,이정운/김기현,꿈의지도,이탈리아 자동차 여행 사람 꼭 필수 교과서 사람 번만 사람 옆 끼 두고두고 국내 이탈리아 자동차 여행 가이드북 코로나 팬데믹 대중교통 자동차 여행 수요 관심 폭발 이탈리아 자동차 여행 거의 알짜 정보 빼곡 쥐 여행 목말 이탈리아 자동차 여행 정석,건강 취미,14,"[(14, 0.6987490653991699), (9, 0.11259211599826813), (2, 0.08171239495277405), (15, 0.029489951208233833)]",여행 정보 여행지 제주 가이드북
2338,25.0,25.0,9791167620231,오늘 한 끼 어떠셨나요?,이우석,꿈의지도,진심 이우석 먹기 연구소 소장 맛 맛집 가이드 문화 일보 절찬 연재 중인 이우석 푸드 로지 가운데 한국인 음식 식 재료 네 테마 엄선 위트 해학 끼 현실 맛집 곳도 소개,건강 취미,13,"[(13, 0.5597377419471741), (9, 0.11697469651699066), (15, 0.10936199873685837), (12, 0.08341070264577866)]",도시 서울 길 여행 음식
2339,15.0,15.0,9791167620309,"소소낭만, 일본 소도시 여행",우승민,꿈의지도,일본 소도시 여행 가이드북 팬데믹 변화 정보 업그레이드 멋 맛 낭만 일본 소도시 안내 유례 일본 소도시 여행 경제 매력 여행지 도쿄 오사카 대도시 번잡 움 일본 소도시 여행 추천 물가 팬데믹 여행지 느낌 색깔 여행 사람 일본 매력 소도시 소개 시가현 오키나와 서일본 중심 짜임새 정보 간추렸다,건강 취미,13,"[(13, 0.5049481987953186), (14, 0.3901950716972351), (11, 0.028324926272034645), (6, 0.024543527513742447)]",도시 서울 길 여행 음식
2340,63.0,63.0,9791167640086,"하나씩 천천히, 디지털 드로잉",서은숙,혜지원,일러스트레이터 달콩 볼 디지털 드로잉 아이패드 드로잉 힐링 취미 달콩 갤럭시 탭 스마트폰 그릴 앱 오토데스크 스케치북 이용 디지털 드로잉 방법 브러시 그린 소품 풍경 외 사진 이용 라인 드로잉 마인드맵 활용 영역 방법 내용 꾹꾹 디지털 드로잉 도움,예술,9,"[(9, 0.42573386430740356), (0, 0.35981300473213196), (1, 0.061601050198078156), (5, 0.0412992462515831)]",시작 방법 처음 생활 마음
2341,62.0,67.5,9791167740021,행복의 지도,에릭 와이너/김승욱,어크로스,뉴욕타임스 기자 해외 통신원 활동 뉴델리 예루살렘 도쿄 개국 도시 뉴스 에릭 나라 전쟁 질병 소식 전하 사실 반대 아무 소식 적 세계 나라 정체 보기 결심 나라 나라 세금 나라 산다 실패 오히려 장려 나라 산다 나라 산다 사람 행복 행복 행복 에릭 행복 필수 조건 돈 즐거움 영적 깊이 가족 나라 보기 결심,인문,5,"[(5, 0.2729473412036896), (13, 0.2291293889284134), (9, 0.19648222625255585), (11, 0.09934558719396591)]",인생 마음 감정 위로 경험
2342,31.0,43.0,9791167740175,인간으로 사는 일은 하나의 문제입니다,김영민,어크로스,정치가 정치 본질 관통 서울대 김영민 교수 지적 사유 특정 정치인 마음 정치 자체 마음 지기 김영민 교수 김영민 서울대 교수 정치 동물 본질 아침 죽음 희망 저서 사유 김영민 교수 신간 정치 관통 그냥 인생 마냥 권력 정치가 반성 삶 숙고 정치 삶 정치 초청 손짓,인문,12,"[(12, 0.34497517347335815), (3, 0.2670976221561432), (5, 0.17715612053871155), (9, 0.12846052646636963)]",철학 의미 이해 교수 통찰
2343,5.0,26.5,9791167740250,Friends 프렌즈,로빈 던바/안진이,어크로스,사회 연구 권위자 로빈 던바 옥스퍼드대 교수 신작 프렌즈 우정 기원 진화 가치 과학 독창 탐구 로빈 던바 친구 우정은 시작 끝 사람과 친구 얼마나 친구 둘 우정 겔라다 개코 원숭이 털 연구 휴대전화 통화 빅데이터 분석 연구 연구 자료 엮 서술 지적 즐거움 정재승 교수 해제 우정 세계 탐험 지도 애틀랜틱 우정 재 평가 도록 자극 시점 시 도착 평 디지털 환경 유례 감염병 확산 사회 고립 단절 현대인,자연과학,11,"[(11, 0.2588576674461365), (4, 0.25703051686286926), (12, 0.197611004114151), (7, 0.1288255900144577)]",사회 미래 변화 위기 코로나
2344,47.0,42.5,9791167740274,일상 감각 연구소,찰스 스펜스/우아영,어크로스,옥스퍼드 통합 감각 연구소 소장 전하 감각 과학 감각 기분 뒤 감각 힘 과소 평가 평소 감각 적 감각 정보 처음 수용 기관 감각 활용 따라서 기분 뒤 감각 연구 세계 권위자 찰스 스펜스 옥스퍼드대 학교 통합 감각 연구소 소장 사람 주변 세계 인식 연구 실험심리학 감각 과학 과학 지식 적용 아주 몇 변화 삶 감각 찰스 스펜스 주제 스펙트럼 자랑,인문,9,"[(9, 0.3902810513973236), (12, 0.33611971139907837), (7, 0.14765553176403046), (4, 0.0753503367304802)]",시작 방법 처음 생활 마음
2345,25.0,35.0,9791167740342,"지구는 괜찮아, 우리가 문제지",곽재식,어크로스,북극 반지하 침수 먼저 소설가 환경 안전공학 교수 곽재식 이해 세기 기후 교양 지구 과학 접근 스토리텔링 정평 난 기후변화 고전 설화 기후변화 오해 위기 대응 기술 최전선 혁신 기후변화 상식 정보 종횡무진 전개 거리 시각 기후변화 이해 환경공학자 기후변화 논쟁 개선 좌절 현장 몸소 경험 전하 구체 현실 통찰 만날 세계 이웃 행동 기후 시민 세기 기후 교양,자연과학,11,"[(11, 0.3272562325000763), (12, 0.31214579939842224), (7, 0.14500616490840912), (5, 0.11471132189035416)]",사회 미래 변화 위기 코로나
2346,56.0,54.0,9791167740571,알고 있다는 착각,질리언 테트/문희경,어크로스,곤경 뭔가 라서 뭔가 착각 의심 낯선 진실 발견 인류학자 고법 다보스 세계 경제 포럼 클럽 파이 낸셜 타임스 타임스 발명 수만 컴퓨터과학 사회과학 고용 잭 도시 트위터 창업 인류학 아마존 밀림 아마존 창고 이해 질리언 테트 이제껏 변화 탐색 사용 도구 무슨 경제 전망 선거 결과 금융 모형 기술 혁신 위험 요인 돌변 소비자 조사 현실 호도 현상 최근 급증,경제 경영,11,"[(11, 0.36483800411224365), (12, 0.2540491819381714), (9, 0.1016635075211525), (2, 0.09794586151838303)]",사회 미래 변화 위기 코로나
2347,50.0,58.0,9791167740588,주의력 연습,아미시 자/안진이,어크로스,신경 일도 눈앞 고도 당장 처리 필요 일이 자극 뉴스 쇼핑 목록 쉽사리 주의 주의력 만큼 정작 주의 주의 집중 뇌 과학 행동 경험 뇌 변화 두뇌 계발 명목 검증 방법 뇌 며 사람 유혹 시작 아무 방법 효과 과학계 뇌 훈련 효과 방법 인류 지혜 마음 주목,인문,9,"[(9, 0.4142955243587494), (11, 0.15489771962165833), (7, 0.15153390169143677), (12, 0.09408016502857208)]",시작 방법 처음 생활 마음
2348,24.0,49.5,9791167740670,세대 감각,바비 더피/이영래,어크로스,언제 사람 판단 구별 대책 오해 창의 세대 분석 바비 더피 세대 현상 세계 인터뷰 데이터 분석 글로벌 여론조사 기관 설문 기반 타임스 정말 밀레 자기애 공상가 베이비붐 세대 아이 미래 도둑질 범인 세대 기후 위기 해결 구원투수 정말 언제 사람 사람인 결정 요인 세대 단순화 현상 설명 만능 도구로 사용 계층 학력 성별 중요 변수 무시 시기 성향 거 가정,사회 정치,11,"[(11, 0.5879231095314026), (5, 0.12855081260204315), (9, 0.10779616236686707), (8, 0.08202651143074036)]",사회 미래 변화 위기 코로나
